inci_no,Year,Season,Alm_Date,Address,Incident Type,Incident Type Number,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
18-0020157,2018,Summer,6/19/2018,2740 FRANKFORT Louisville KY 40206,Vehicle Fire,132,132 - Road freight or transport vehicle fire,500,NULL,500,5000,4500
18-0020282,2018,Summer,6/20/2018,535 S 22ND Louisville KY 40211,Structure Fire,111,111 - Building fire,0,10000,10000,10000,0
18-0020352,2018,Summer,6/20/2018,304 N 41ST Louisville KY 40212,Structure Fire,111,111 - Building fire,4000,12000,16000,85000,69000
18-0020362,2018,Summer,6/20/2018,2148 W LEE Louisville KY 40210,Structure Fire,111,111 - Building fire,5000,5000,10000,45000,35000
18-0020422,2018,Summer,6/21/2018,2972 WILSON Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,800,800,1200,400
18-0020787,2018,Summer,6/24/2018,MOORE Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
18-0020883,2018,Summer,6/25/2018,3115 COMMANDER Louisville KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,15000,15000,15000,0
18-0021310,2018,Summer,6/28/2018,W WELLINGTON Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,200,200,200,0
18-0021397,2018,Summer,6/28/2018,2nd street City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
18-0021517,2018,Summer,6/29/2018,I264 City of Louisville KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,3500,3500,3500,0
18-0021520,2018,Summer,6/29/2018,2216 DUNDEE Louisville KY 40205,Structure Fire,111,111 - Building fire,40000,200000,240000,1500000,1260000
18-0021574,2018,Summer,6/30/2018,3203 NORTHWESTERN Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,500,3500,4000,3500,-500
18-0021821,2018,Summer,7/1/2018,1013 S 32ND Louisville KY 40211,Structure Fire,111,111 - Building fire,500,500,1000,500,-500
18-0021981,2018,Summer,7/3/2018,529 N 34TH Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,500,500,2500,2000
18-0022076,2018,Summer,7/3/2018,951 GOSS Louisville KY 40217,Structure Fire,113,"113 - Cooking fire, confined to container",600,0,600,600,0
18-0022095,2018,Summer,7/4/2018,613 S 38TH 2 Louisville KY 40211,Structure Fire,111,111 - Building fire,2000,15000,17000,74000,57000
18-0022110,2018,Summer,7/4/2018,2807 7TH STREET 1 Louisville KY 40215,Structure Fire,113,"113 - Cooking fire, confined to container",500,NULL,500,81940,81440
18-0022178,2018,Summer,7/4/2018,25th City of Louisville KY 40212,Structure Fire,118,"118 - Trash or rubbish fire, contained",NULL,50,50,60,10
18-0022355,2018,Summer,7/5/2018,4207 SUNSET Louisville KY 40211,Structure Fire,111,111 - Building fire,NULL,10000,10000,56640,46640
18-0022446,2018,Summer,7/6/2018,I65 North near Fern Valley Road exit City of Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,200,2000,2200,2000,-200
18-0022463,2018,Summer,7/6/2018,207 W MARKET Louisville KY 40202,FALSE,162,162 - Outside equipment fire,NULL,18000,18000,20000,2000
18-0022455,2018,Summer,7/6/2018,1840 W LEE Louisville KY 40210,Structure Fire,111,111 - Building fire,5000,12000,17000,32000,15000
18-0022485,2018,Summer,7/6/2018,3348 TAYLOR Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,1000,1000,2000,3000,1000
18-0022502,2018,Summer,7/6/2018,744 S 44TH Louisville KY 40211,Structure Fire,111,111 - Building fire,1200,500,1700,66940,65240
18-0022568,2018,Summer,7/7/2018,71 COLLEGE 68 Louisville KY 40203,Structure Fire,111,111 - Building fire,0,6000,6000,6000,0
18-0022590,2018,Summer,7/7/2018,S 8TH Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,5000,5000,10000,5000,-5000
18-0022627,2018,Summer,7/7/2018,3708 TAYLORSVILLE C10 Louisville KY 40220,Structure Fire,111,111 - Building fire,7000,40000,47000,600000,553000
18-0022761,2018,Summer,7/9/2018,523 E OAK Louisville KY 40203,Structure Fire,111,111 - Building fire,0,500,500,175000,174500
18-0022859,2018,Summer,7/9/2018,3023 S 6TH Louisville KY 40208,Structure Fire,111,111 - Building fire,NULL,5000,5000,40000,35000
18-0022876,2018,Summer,7/9/2018,978 S 3RD Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,2500,2500,9000,6500
18-0023180,2018,Summer,7/12/2018,400 E BROADWAY Louisville KY 40202,Structure Fire,113,"113 - Cooking fire, confined to container",0,5000,5000,200000,195000
18-0023237,2018,Summer,7/12/2018,1533 WILSON Louisville KY 40210,Structure Fire,111,111 - Building fire,7500,20000,27500,50000,22500
18-0023261,2018,Summer,7/12/2018,3101 DR WILLIAM G WEATHERS Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,10000,10000,10000,0
18-0023313,2018,Summer,7/13/2018,603 GHEENS Louisville KY 40214,FALSE,322,322 - Motor vehicle accident with injuries,NULL,25000,25000,85000,60000
18-0023527,2018,Summer,7/14/2018,S 2ND Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,500,3500,4000,3500,-500
18-0023555,2018,Summer,7/14/2018,S 17TH Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,6000,2000
18-0023567,2018,Summer,7/14/2018,1225 WELLER City of Louisville KY 40208,Structure Fire,111,111 - Building fire,5000,30000,35000,80000,45000
18-0023784,2018,Summer,7/17/2018,120 N 10TH Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,0,12000,12000,12000,0
18-0024029,2018,Summer,7/19/2018,N 29TH Louisville KY 40212,Structure Fire,111,111 - Building fire,2500,2500,5000,22430,17430
18-0024404,2018,Summer,7/21/2018,745 S 44TH Louisville KY 40211,Structure Fire,111,111 - Building fire,7000,10000,17000,78460,61460
18-0024406,2018,Summer,7/21/2018,1971 QUARRY Louisville KY 40206,Structure Fire,111,111 - Building fire,2500,5000,7500,102970,95470
18-0024415,2018,Summer,7/21/2018,2910 WOODLAND Louisville KY 40211,Structure Fire,111,111 - Building fire,0,79000,79000,79000,0
18-0024442,2018,Summer,7/21/2018,203 BRECKINRIDGE Louisville KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,2000,1000
18-0024591,2018,Summer,7/23/2018,264 E Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,3500,2500
18-0024628,2018,Summer,7/23/2018,2806 FINN Louisville KY 40208,Structure Fire,118,"118 - Trash or rubbish fire, contained",NULL,500,500,38000,37500
18-0024637,2018,Summer,7/23/2018,4202 SOUTHERN Louisville KY 40214,Structure Fire,111,111 - Building fire,20000,30000,50000,180000,130000
18-0024692,2018,Summer,7/24/2018,826 E MADISON Louisville KY 40204,Structure Fire,111,111 - Building fire,0,5000,5000,100000,95000
18-0024815,2018,Summer,7/24/2018,812 E ST CATHERINE Louisville KY 40203,Structure Fire,111,111 - Building fire,NULL,50000,50000,90000,40000
18-0024857,2018,Summer,7/25/2018,N BROOK Louisville KY 40202,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",2000,6000,8000,10000,2000
18-0024980,2018,Summer,7/26/2018,963 S PRESTON Louisville KY 40203,Structure Fire,111,111 - Building fire,0,30000,30000,47600,17600
18-0025307,2018,Summer,7/28/2018,3413 DEIBEL Louisville KY 40220,Structure Fire,111,111 - Building fire,1000,10000,11000,160000,149000
18-0025322,2018,Summer,7/28/2018,3736 LENTZ Louisville KY 40215,Structure Fire,111,111 - Building fire,1000,1000,2000,66640,64640
18-0025467,2018,Summer,7/29/2018,2331 W CHESTNUT Louisville KY 40211,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",0,1000,1000,48660,47660
18-0025535,2018,Summer,7/30/2018,3701 7TH STREET Louisville KY 40216,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,3000,3000,3000,0
18-0025862,2018,Autumn,8/1/2018,1018 ELLISON Louisville KY 40204,Structure Fire,111,111 - Building fire,0,15000,15000,60000,45000
18-0025995,2018,Autumn,8/3/2018,1400 W MADISON Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,10000,10000,15000,5000
18-0026185,2018,Autumn,8/4/2018,119 W GARRETT Louisville KY 40214,Structure Fire,111,111 - Building fire,NULL,4000,4000,75000,71000
18-0026323,2018,Autumn,8/5/2018,3412 TAYLORSVILLE 3 Louisville KY 40205,Structure Fire,113,"113 - Cooking fire, confined to container",40,0,40,250000,249960
18-0026512,2018,Autumn,8/6/2018,4526 JANICE Louisville KY 40216,Structure Fire,111,111 - Building fire,15000,25000,40000,76260,36260
18-0026793,2018,Autumn,8/9/2018,3241 YOUNG 7 Louisville KY 40211,Structure Fire,111,111 - Building fire,NULL,1500,1500,50000,48500
18-0026810,2018,Autumn,8/9/2018,2242 LANDAN Louisville KY 40218,Structure Fire,111,111 - Building fire,1200,200,1400,187800,186400
18-0026957,2018,Autumn,8/10/2018,NEW CUT Louisville KY 40214,Structure Fire,111,111 - Building fire,0,2000,2000,250000,248000
18-0027036,2018,Autumn,8/10/2018,1506 BERRY Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,500,500,1000,500
18-0027187,2018,Autumn,8/12/2018,1917 DUNCAN Louisville KY 40212,Structure Fire,111,111 - Building fire,5000,10000,15000,19850,4850
18-0027189,2018,Autumn,8/12/2018,1917 DUNCAN Louisville KY 40203,Structure Fire,111,111 - Building fire,5000,10000,15000,19850,4850
18-0027216,2018,Autumn,8/12/2018,2606 PINDELL Louisville KY 40217,Structure Fire,111,111 - Building fire,15000,25000,40000,106000,66000
18-0027381,2018,Autumn,8/13/2018,STEEDLY Louisville KY 40214,Vehicle Fire,132,132 - Road freight or transport vehicle fire,500,25000,25500,25000,-500
18-0027314,2018,Autumn,8/13/2018,222 S 1ST Louisville KY 40202,FALSE,164,164 - Outside mailbox fire,NULL,1000,1000,1000,0
18-0027408,2018,Autumn,8/13/2018,1414 CATALPA Louisville KY 40211,Structure Fire,111,111 - Building fire,0,500,500,1000,500
18-0027410,2018,Autumn,8/13/2018,I-264 City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,1000,0
18-0027366,2018,Autumn,8/13/2018,1008 Winkler Louisville KY 40208,Structure Fire,111,111 - Building fire,NULL,5000,5000,40680,35680
18-0027575,2018,Autumn,8/15/2018,2328 ST LOUIS Louisville KY 40210,Structure Fire,111,111 - Building fire,0,21930,21930,21930,0
18-0027667,2018,Autumn,8/15/2018,264 City of Shively KY 40216,Vehicle Fire,131,131 - Passenger vehicle fire,1000,10000,11000,10000,-1000
18-0027784,2018,Autumn,8/16/2018,1710 LAFAYETTE 2 Louisville KY 40215,Structure Fire,111,111 - Building fire,5000,12000,17000,121000,104000
18-0027847,2018,Autumn,8/17/2018,2612 MONTGOMERY Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,100,2800,2900,3300,400
18-0027954,2018,Autumn,8/17/2018,4820 PRESTON Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,3500,3500,5000,1500
18-0027962,2018,Autumn,8/17/2018,408 S 12TH Louisville KY 40203,Structure Fire,113,"113 - Cooking fire, confined to container",100,0,100,10000,9900
18-0027988,2018,Autumn,8/18/2018,1817 W MARKET Louisville KY 40203,Structure Fire,111,111 - Building fire,0,13000,13000,13000,0
18-0028093,2018,Autumn,8/18/2018,540 BRENTWOOD Louisville KY 40215,Structure Fire,113,"113 - Cooking fire, confined to container",500,0,500,85000,84500
18-0028100,2018,Autumn,8/18/2018,521 LAMPTON Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,5000,6000,2553060,2547060
18-0028107,2018,Autumn,8/18/2018,108 S 35TH Louisville KY 40212,Structure Fire,111,111 - Building fire,10000,10000,20000,29220,9220
18-0028223,2018,Autumn,8/20/2018,533 E ST CATHERINE Louisville KY 40203,Structure Fire,111,111 - Building fire,0,1000,1000,70000,69000
18-0028325,2018,Autumn,8/20/2018,723 CAMDEN Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,500,500,75000,74500
18-0028346,2018,Autumn,8/21/2018,325 N SHAWNEE Louisville KY 40212,Structure Fire,111,111 - Building fire,2000,1000,3000,81850,78850
18-0028696,2018,Autumn,8/23/2018,2909 FERN VALLEY Louisville KY 40213,Structure Fire,116,"116 - Fuel burner/boiler malfunction, fire confined",3000,NULL,3000,100000,97000
18-0028723,2018,Autumn,8/24/2018,1106 LEHIGH Louisville KY 40215,Structure Fire,111,111 - Building fire,2000,10000,12000,90000,78000
18-0028735,2018,Autumn,8/24/2018,2708 RIEDLING Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,5000,3000
18-0028817,2018,Autumn,8/24/2018,350 W CHESTNUT Louisville KY 40202,Structure Fire,111,111 - Building fire,2500,10000,12500,1000000,987500
18-0028930,2018,Autumn,8/25/2018,2614 HALE Louisville KY 40211,Structure Fire,111,111 - Building fire,500,4000,4500,4000,-500
18-0028963,2018,Autumn,8/26/2018,I-64 West City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,3500,3500,4000,500
18-0028973,2018,Autumn,8/26/2018,4418 TAYLOR 18 Louisville KY 40215,Structure Fire,111,111 - Building fire,5000,25000,30000,25000,-5000
18-0029103,2018,Autumn,8/27/2018,2424 ELLIOTT Louisville KY 40211,Structure Fire,111,111 - Building fire,0,4000,4000,13900,9900
18-0029427,2018,Autumn,8/29/2018,1962 GOLDSMITH 5 Louisville KY 40218,Structure Fire,113,"113 - Cooking fire, confined to container",600,NULL,600,24203,23603
18-0029504,2018,Autumn,8/30/2018,2308 GREENWOOD Louisville KY 40210,Structure Fire,111,111 - Building fire,5000,20000,25000,24750,-250
18-0029615,2018,Autumn,8/31/2018,I-264 Eastbound Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
18-0029671,2018,Autumn,8/31/2018,1041 ZORN Louisville KY 40207,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",2000,3000,5000,8000,3000
18-0029785,2018,Autumn,9/1/2018,1279 BARDSTOWN Louisville KY 40204,Structure Fire,111,111 - Building fire,20000,40000,60000,417200,357200
18-0029960,2018,Autumn,9/2/2018,1542 CLARA Louisville KY 40215,Structure Fire,111,111 - Building fire,0,20000,20000,85000,65000
18-0030074,2018,Autumn,9/3/2018,2334 ST LOUIS Louisville KY 40210,Structure Fire,111,111 - Building fire,2000,5000,7000,20000,13000
18-0030190,2018,Autumn,9/4/2018,2720 CANNONS Louisville KY 40205,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
18-0030233,2018,Autumn,9/5/2018,1637 BERRY Louisville KY 40215,Structure Fire,111,111 - Building fire,10000,30000,40000,30000,-10000
18-0030370,2018,Autumn,9/6/2018,106 S 40TH 3 Louisville KY 40212,Structure Fire,111,111 - Building fire,NULL,1000,1000,45000,44000
18-0030429,2018,Autumn,9/6/2018,4021 W BROADWAY Louisville KY 40211,Structure Fire,111,111 - Building fire,7500,40432,47932,58910,10978
18-0030572,2018,Autumn,9/7/2018,2337 W OAK Louisville KY 40210,Structure Fire,111,111 - Building fire,7000,12000,19000,30000,11000
18-0030965,2018,Autumn,9/9/2018,2823 CELINA Louisville KY 40213,Structure Fire,111,111 - Building fire,2000,10000,12000,82000,70000
18-0031167,2018,Autumn,9/11/2018,415 E MUHAMMAD ALI 801 City of Louisville KY 40202,Structure Fire,111,111 - Building fire,1000,1000,2000,1000,-1000
18-0031256,2018,Autumn,9/12/2018,33 COLONIAL OAKS 1 Louisville KY 40214,Structure Fire,113,"113 - Cooking fire, confined to container",NULL,500,500,200000,199500
18-0031261,2018,Autumn,9/12/2018,1534 DUMESNIL Louisville KY 40210,Structure Fire,111,111 - Building fire,10000,28000,38000,28000,-10000
18-0031261,2018,Autumn,9/12/2018,1534 DUMESNIL Louisville KY 40210,Structure Fire,111,111 - Building fire,10000,28000,38000,28000,-10000
18-0031261,2018,Autumn,9/12/2018,1534 DUMESNIL Louisville KY 40210,Structure Fire,111,111 - Building fire,10000,28000,38000,28000,-10000
18-0031324,2018,Autumn,9/13/2018,1518 W MARKET Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,5000,6000,164500,158500
18-0031575,2018,Autumn,9/15/2018,N 20TH Louisville KY 40203,Structure Fire,111,111 - Building fire,0,43380,43380,48380,5000
18-0031575,2018,Autumn,9/15/2018,N 20TH Louisville KY 40203,Structure Fire,111,111 - Building fire,0,43380,43380,48380,5000
18-0031575,2018,Autumn,9/15/2018,1921 W Main Louisville KY 40203,Structure Fire,111,111 - Building fire,0,43380,43380,48380,5000
18-0032044,2018,Autumn,9/18/2018,2132 ROWAN 211 Louisville KY 40212,Structure Fire,111,111 - Building fire,100,200,300,763070,762770
18-0032074,2018,Autumn,9/18/2018,I65N City of Louisville KY 40202,Vehicle Fire,132,132 - Road freight or transport vehicle fire,5000,20000,25000,65000,40000
18-0031952,2018,Autumn,9/18/2018,106 SOUTHVIEW Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,5000,4000
18-0031959,2018,Autumn,9/18/2018,616 N 28TH Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,1000,0
18-0032168,2018,Autumn,9/19/2018,1600 RIVER SHORE Louisville KY 40206,Structure Fire,113,"113 - Cooking fire, confined to container",0,700,700,19000000,18999300
18-0032193,2018,Autumn,9/19/2018,2801 YORKSHIRE Louisville KY 40220,Structure Fire,100,"100 - Fire, other",4000,NULL,4000,150000,146000
18-0032485,2018,Autumn,9/21/2018,DIXIE Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
18-0032507,2018,Autumn,9/22/2018,I264E City of Louisville KY 40205,Vehicle Fire,131,131 - Passenger vehicle fire,0,2500,2500,3500,1000
18-0032600,2018,Autumn,9/22/2018,N 19TH Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1500,1500,1500,0
18-0033023,2018,Autumn,9/26/2018,3007 BON AIR Louisville KY 40205,Vehicle Fire,131,131 - Passenger vehicle fire,100,4000,4100,4000,-100
18-0033186,2018,Autumn,9/28/2018,112 STATE Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
18-0033222,2018,Autumn,9/28/2018,1220 PLACE NOIR Louisville KY 40203,Structure Fire,111,111 - Building fire,NULL,5000,5000,50000,45000
18-0033273,2018,Autumn,9/28/2018,640 N 27TH Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,900,900,1500,600
18-0033330,2018,Autumn,9/29/2018,1506 BLUEGRASS Louisville KY 40215,Structure Fire,111,111 - Building fire,500,1000,1500,50000,48500
18-0033433,2018,Autumn,9/30/2018,3711 LENTZ Louisville KY 40215,Structure Fire,111,111 - Building fire,1000,2000,3000,49780,46780
18-0033595,2018,Autumn,10/1/2018,I64 East City of Louisville KY 40203,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",100,3000,3100,3000,-100
18-0033664,2018,Autumn,10/2/2018,909 E BROADWAY Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,2500,2500,2500,0
18-0033997,2018,Autumn,10/4/2018,West I-64 Louisville KY 40206,Vehicle Fire,132,132 - Road freight or transport vehicle fire,NULL,20000,20000,100000,80000
18-0033877,2018,Autumn,10/4/2018,2628 WILSON Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,5500,4500
18-0033904,2018,Autumn,10/4/2018,I264E City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
18-0034030,2018,Autumn,10/5/2018,1914 W MUHAMMAD ALI Louisville KY 40203,Structure Fire,111,111 - Building fire,NULL,10000,10000,17180,7180
18-0034131,2018,Autumn,10/5/2018,3301 BARDSTOWN Louisville KY 40218,Vehicle Fire,131,131 - Passenger vehicle fire,100,9000,9100,9000,-100
18-0034177,2018,Autumn,10/6/2018,1738 S 23RD Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,4000,3000
18-0034182,2018,Autumn,10/6/2018,1210 LARCHMONT Louisville KY 40215,Structure Fire,111,111 - Building fire,1000,6000,7000,69930,62930
18-0034232,2018,Autumn,10/6/2018,718 S 44TH Louisville KY 40211,Structure Fire,111,111 - Building fire,7000,20000,27000,150000,123000
18-0034235,2018,Autumn,10/6/2018,2615 S 6TH Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,8000,9000,40870,31870
18-0034235,2018,Autumn,10/6/2018,2617 S 6TH Louisville KY 40208,Structure Fire,111,111 - Building fire,NULL,1000,1000,40870,39870
18-0034301,2018,Autumn,10/7/2018,S 26TH Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,500,2000,2500,2500,0
18-0034319,2018,Autumn,10/7/2018,3440 LARKWOOD Louisville KY 40212,Outside Fire,154,154 - Dumpster or other outside trash receptacle fire,10,20,30,20,-10
18-0034578,2018,Autumn,10/9/2018,2542 ST XAVIER Louisville KY 40212,Structure Fire,111,111 - Building fire,5000,20000,25000,100000,75000
18-0034491,2018,Autumn,10/9/2018,2026 S 16TH Louisville KY 40210,Structure Fire,111,111 - Building fire,NULL,500,500,100000,99500
18-0034605,2018,Autumn,10/10/2018,1310 S 1ST Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,0,1000,215000,214000
18-0034833,2018,Autumn,10/11/2018,50 NICHOLS Louisville KY 40215,Structure Fire,111,111 - Building fire,NULL,1000,1000,8000,7000
18-0034833,2018,Autumn,10/11/2018,48 NICHOLS Louisville KY 40215,Structure Fire,111,111 - Building fire,0,1000,1000,20000,19000
18-0034833,2018,Autumn,10/11/2018,48 NICHOLS Louisville KY 40215,Structure Fire,111,111 - Building fire,NULL,8000,8000,8000,0
18-0034963,2018,Autumn,10/12/2018,139 N 37TH Louisville KY 40212,Structure Fire,111,111 - Building fire,1000,1000,2000,30000,28000
18-0035104,2018,Autumn,10/14/2018,2811 S 5TH Louisville KY 40208,Structure Fire,111,111 - Building fire,5000,20000,25000,32000,7000
18-0035104,2018,Autumn,10/14/2018,2809 S 5TH Louisville KY 40208,Structure Fire,111,111 - Building fire,0,37000,37000,37000,0
18-0035170,2018,Autumn,10/14/2018,1030 BERRY Louisville KY 40215,Structure Fire,111,111 - Building fire,150,NULL,150,75000,74850
18-0035485,2018,Autumn,10/17/2018,526 W ST CATHERINE Louisville KY 40203,Structure Fire,111,111 - Building fire,NULL,3000,3000,450000,447000
18-0035545,2018,Autumn,10/18/2018,S 10TH Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,100,1000,1100,1000,-100
18-0035551,2018,Autumn,10/18/2018,1704 HALE Louisville KY 40210,Structure Fire,111,111 - Building fire,0,250,250,14570,14320
18-0035575,2018,Autumn,10/18/2018,321 N 25TH Louisville KY 40212,Structure Fire,111,111 - Building fire,10000,20080,30080,20080,-10000
18-0035624,2018,Autumn,10/18/2018,2319 HALE Louisville KY 40210,Structure Fire,113,"113 - Cooking fire, confined to container",1000,0,1000,50000,49000
18-0035688,2018,Autumn,10/19/2018,109 S 35TH Louisville KY 40212,Structure Fire,111,111 - Building fire,2000,5000,7000,29000,22000
18-0035685,2018,Autumn,10/19/2018,3778 LEXINGTON Louisville KY 40207,Structure Fire,111,111 - Building fire,NULL,15000,15000,718030,703030
18-0035910,2018,Autumn,10/20/2018,523 N 19TH Louisville KY 40203,Structure Fire,111,111 - Building fire,6000,19700,25700,19700,-6000
18-0035966,2018,Autumn,10/21/2018,2728 W MARKET Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,50,3000,3050,6000,2950
18-0035997,2018,Autumn,10/21/2018,S 2ND Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,100,8000,8100,8000,-100
18-0036071,2018,Autumn,10/22/2018,2100 SPRING 1 Louisville KY 40205,Structure Fire,111,111 - Building fire,0,150,150,400000,399850
18-0036184,2018,Autumn,10/23/2018,2031 PAYNE Louisville KY 40206,Vehicle Fire,137,137 - Camper or recreational vehicle (RV) fire,3000,5000,8000,5000,-3000
18-0036203,2018,Autumn,10/23/2018,I264WB @ Exit 12 City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,200,1400,1600,1400,-200
18-0036303,2018,Autumn,10/24/2018,2107 W MARKET Louisville KY 40212,Structure Fire,111,111 - Building fire,2500,30000,32500,49130,16630
18-0036314,2018,Autumn,10/24/2018,1836 W HILL Louisville KY 40210,Structure Fire,111,111 - Building fire,5000,30000,35000,65000,30000
18-0036492,2018,Autumn,10/25/2018,113 S 19TH Louisville KY 40203,Structure Fire,111,111 - Building fire,NULL,13500,13500,27000,13500
18-0036523,2018,Autumn,10/26/2018,3322 RUDD Louisville KY 40212,Structure Fire,111,111 - Building fire,NULL,50000,50000,50000,0
18-0036543,2018,Autumn,10/26/2018,I-264 Watterson Expressway @ Dumesnil Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,200,10000,10200,10000,-200
18-0036580,2018,Autumn,10/26/2018,4144 TAYLOR Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,500,3500,4000,3500,-500
18-0036579,2018,Autumn,10/26/2018,2821 NORTHWESTERN Louisville KY 40212,Structure Fire,111,111 - Building fire,1000,4000,5000,20520,15520
18-0036598,2018,Autumn,10/26/2018,TAYLOR Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,2500,2500,5000,2500
18-0036693,2018,Autumn,10/27/2018,4424 MANN Louisville KY 40215,Structure Fire,111,111 - Building fire,10000,50000,60000,120000,60000
18-0036803,2018,Autumn,10/28/2018,1784 W BOLLING Louisville KY 40210,Structure Fire,111,111 - Building fire,0,10000,10000,20000,10000
18-0036843,2018,Autumn,10/29/2018,2500 ELLIOTT Louisville KY 40211,Structure Fire,111,111 - Building fire,0,7000,7000,31640,24640
18-0036888,2018,Autumn,10/29/2018,2907 W MUHAMMAD ALI Louisville KY 40212,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",10,15,25,15,-10
18-0036897,2018,Autumn,10/29/2018,415 E MUHAMMAD ALI Louisville KY 40202,Structure Fire,111,111 - Building fire,100,2000,2100,2000,-100
18-0037098,2018,Autumn,10/31/2018,1014 SEELBACH Louisville KY 40215,Structure Fire,116,"116 - Fuel burner/boiler malfunction, fire confined",NULL,1500,1500,59000,57500
18-0037286,2018,Winter,11/2/2018,I-71 South City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,15000,15000,15000,0
18-0037301,2018,Winter,11/2/2018,175 GILLETTE Louisville KY 40214,Structure Fire,111,111 - Building fire,8000,36000,44000,60000,16000
18-0037499,2018,Winter,11/4/2018,4168 HAZELWOOD Louisville KY 40215,Structure Fire,111,111 - Building fire,3000,12000,15000,65000,50000
18-0037638,2018,Winter,11/5/2018,209 SOUTHWOOD Louisville KY 40214,Structure Fire,111,111 - Building fire,1000,2000,3000,10000,7000
18-0037803,2018,Winter,11/7/2018,407 N 43RD Louisville KY 40212,Structure Fire,111,111 - Building fire,2000,5000,7000,45100,38100
18-0037811,2018,Winter,11/7/2018,W LANSING Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1500,1500,2500,1000
